Codon,alpha,beta,beta-alpha,Prob[alpha<beta],Prob[alpha>beta],BayesFactor,PSRF,Neff
1,1.669068599724582,0.0736439267215111,-1.595424673003071,0.002994739394051621,0.994650070701792,0.005616802908467972,1.010459124104579,231.7605455232663
2,0.4577671365083574,0.306892089558983,-0.1508750469493744,0.280998445448145,0.6259746145952649,0.7308052980200673,1.006003746791624,387.948229691533
3,0.4866778255661749,0.08156741091901679,-0.4051104146471581,0.0324991159757765,0.9410606807391915,0.06281274548139534,1.0094224246435,255.5815376281663
4,1.145509241701739,0.1537133566104017,-0.9917958850913369,0.03440420876438664,0.9503938181076332,0.06662601057245884,1.00709541970158,332.7304357839708
5,2.354026124592656,0.07781729227213849,-2.276208832320517,0.0002562919217563655,0.9995067799945787,0.0004793732956557267,1.011041961651102,220.2474648974025
6,4.290460656052541,0.04293978931345595,-4.247520866739085,3.036725683693949e-07,0.9999992822307207,5.678495601277997e-07,1.015873517022892,156.3682114060863
7,1.110613934517409,0.08170450163084343,-1.028909432886565,0.001706022422711673,0.9969118765659258,0.003195610820204046,1.004501623903465,503.3283093152583
8,8.631706163989943,0.2031244014358442,-8.428581762554099,8.057077451550159e-15,0.9999999999997122,1.506624889426259e-14,1.010938877185699,222.1983393058098
9,8.352293513382548,0.08059082102044682,-8.271702692362101,3.627695153311288e-15,0.9999999999997679,6.783571142385146e-15,1.007526266654442,315.0716871104249
10,3.45552505595795,0.04982765831339019,-3.40569739764456,7.661290248525344e-08,0.9999997943978313,1.432615179297451e-07,1.014304162876398,172.5447260979979
11,2.2988484307594,0.05447849727311307,-2.244369933486287,0.0001780335078929851,0.9996491028258359,0.0003329712021969627,1.017558985446925,142.1262392026779
12,3.403880614737406,0.06277903206316342,-3.341101582674242,1.823958233203357e-05,0.9999633131398807,3.410754099870976e-05,1.015328377932637,161.623749913361
13,10.38394941238357,0.05720898360746535,-10.32674042877611,7.539241585345567e-18,1,1.409792705628469e-17,1.003506678702824,627.3791699461364
14,0.2201541946507464,0.05104887462161097,-0.1691053200291354,0.09605918237392419,0.6183527838146936,0.1987130949230929,1.043758433927154,60.23507515347122
15,0.05810924769453445,0.05929371604392578,0.001184468349391336,0.209314290684927,0.3277670198268357,0.4950198223674659,1.076005654561498,36.45700364529575
16,5.003853604349215,0.06568526587706776,-4.938168338472147,4.788202254976182e-06,0.9999902161953058,8.953692301841694e-06,1.010706911680331,226.7195364302065
17,0.2201541946507464,0.05104887462161097,-0.1691053200291354,0.09605918237392419,0.6183527838146936,0.1987130949230929,1.043758433927154,60.23507515347122
18,0.2413407328776212,0.05860444849862351,-0.1827362843789977,0.1022718148200091,0.6294215370636987,0.2130289865367654,1.041329975623261,63.51130503197223
19,0.2025906562792114,0.08853628779878472,-0.1140543684804267,0.1664366205405213,0.5555207160097455,0.3733686602840017,1.041261200119667,63.60964071852301
20,0.2154274735295913,0.04133120982475012,-0.1740962637048412,0.07991988522699164,0.6260295769123859,0.1624264700759794,1.045452650459118,58.15455844438839
21,2.233646807024265,0.1155265199055133,-2.118120287118752,0.003847901322460623,0.9939282540266069,0.007223137317209162,1.011517668150399,211.678312263937
